userID,trialNo,filename,GroundTruth_Target,rater1,rater1_unsure,rater2,rater2_unsure,rater3,rater3_unsure,correct_target_judgement_by_all
27679198,2,27679198_trial2.png,3,3,,3,,3,,1
27679198,3,27679198_trial3.png,2,2,,2,,2,,1
27767413,1,27767413_trial1.png,4,4,,4,,4,,1
27767413,2,27767413_trial2.png,6,6,,6,,6,,1
27767413,3,27767413_trial3.png,6,6,,6,,6,,1
27776941,1,27776941_trial1.png,4,4,,4,,4,,1
27776941,2,27776941_trial2.png,4,3,,3,,3,,0
27776941,3,27776941_trial3.png,8,6,,6,,6,,0
27783827,1,27783827_trial1.png,4,4,x,4,,4,,1
27783827,2,27783827_trial2.png,1,1,,1,,1,,1
27783827,3,27783827_trial3.png,3,3,,3,,3,,1
27798550,1,27798550_trial1.png,3,3,,3,,x,,0
27798550,2,27798550_trial2.png,8,8,,x,,8,x,0
27798550,3,27798550_trial3.png,4,4,,4,,4,,1
27877223,1,27877223_trial1.png,4,4,,9,x,4,x,0
27877223,2,27877223_trial2.png,4,4,,4,,4,,1
27877223,3,27877223_trial3.png,3,7,x,3,,3,,0
27899565,1,27899565_trial1.png,6,x,,6,x,6,,0
27929037,1,27929037_trial1.png,7,7,,7,,7,,1
27929037,2,27929037_trial2.png,6,6,,6,,6,,1
27929037,3,27929037_trial3.png,6,6,,6,,6,,1
27932086,1,27932086_trial1.png,3,x,,3,x,3,,0
27932086,2,27932086_trial2.png,8,8,,8,,8,,1
27932086,3,27932086_trial3.png,0,0,,0,,0,,1
27991630,1,27991630_trial1.png,0,0,,0,,0,,1
27991630,2,27991630_trial2.png,5,5,,5,,5,,1
27991630,3,27991630_trial3.png,3,x,,x,,3,,0
28033424,1,28033424_trial1.png,0,0,,0,,0,,1
28033424,2,28033424_trial2.png,2,2,,2,,2,,1
28033424,3,28033424_trial3.png,4,4,,4,,4,,1
28087108,1,28087108_trial1.png,0,0,,0,,0,,1
28087108,2,28087108_trial2.png,5,5,,5,,5,,1
28087108,3,28087108_trial3.png,4,4,,4,,4,,1
28111972,1,28111972_trial1.png,9,9,,9,,9,,1
28123221,1,28123221_trial1.png,4,0,x,0,x,0,,0
28123221,2,28123221_trial2.png,5,6,,6,,6,,0
28123221,3,28123221_trial3.png,6,6,,6,,x,,0
28209704,1,28209704_trial1.png,3,3,,3,,3,,1
28209704,2,28209704_trial2.png,4,4,x,4,,4,,1
28209704,3,28209704_trial3.png,4,4,,4,,4,,1
28323746,1,28323746_trial1.png,8,8,,8,,8,,1
28323746,2,28323746_trial2.png,9,9,,9,,9,,1
28323746,3,28323746_trial3.png,8,8,,8,,8,,1
28355471,1,28355471_trial1.png,8,8,,8,,8,,1
28361023,1,28361023_trial1.png,6,6,,6,,6,,1
28361023,2,28361023_trial2.png,5,5,,5,,5,,1
28361023,3,28361023_trial3.png,1,1,,1,,1,,1
28375583,1,28375583_trial1.png,3,3,,3,,3,,1
28375583,2,28375583_trial2.png,3,3,,3,,3,,1
28375583,3,28375583_trial3.png,7,7,,7,,7,x,1
28378250,1,28378250_trial1.png,4,4,,4,,4,,1
28378250,2,28378250_trial2.png,8,8,,8,,8,,1
28378250,3,28378250_trial3.png,3,3,,3,,3,,1
28398839,1,28398839_trial1.png,1,1,,1,,1,,1
28398839,2,28398839_trial2.png,4,9,x,9,,9,,0
28398839,3,28398839_trial3.png,3,3,,3,,3,,1
28439486,1,28439486_trial1.png,3,3,,3,,3,,1
28439486,2,28439486_trial2.png,9,9,,9,,9,,1
28439486,3,28439486_trial3.png,3,3,,3,,3,,1
28443701,1,28443701_trial1.png,3,3,,3,,3,,1
28443701,2,28443701_trial2.png,1,1,,1,,1,,1
28443701,3,28443701_trial3.png,8,8,,8,,8,,1
28448431,1,28448431_trial1.png,6,6,,6,,6,,1
28448431,2,28448431_trial2.png,5,5,,5,,5,,1
28448431,3,28448431_trial3.png,3,3,,3,,x,,0
28452216,1,28452216_trial1.png,2,2,x,x,,2,x,0
28452216,2,28452216_trial2.png,5,5,,5,,5,,1
28452216,3,28452216_trial3.png,3,3,,3,,x,,0
28511651,1,28511651_trial1.png,8,8,,8,,8,,1
28511651,2,28511651_trial2.png,3,3,,3,,3,,1
28511651,3,28511651_trial3.png,7,7,,7,,7,,1
28612482,1,28612482_trial1.png,7,6,,6,,6,,0
28612482,2,28612482_trial2.png,0,0,,0,,0,,1
28692212,1,28692212_trial1.png,4,9,,4,,4,,0
28692212,2,28692212_trial2.png,6,6,,6,,x,,0
28692212,3,28692212_trial3.png,4,4,,x,,4,,0
28761655,1,28761655_trial1.png,9,6,,6,,6,,0
28761655,2,28761655_trial2.png,7,1,,1,,1,,0
28761655,3,28761655_trial3.png,6,7,,7,,2,,0
28826867,1,28826867_trial1.png,0,0,,0,,0,,1
28826867,2,28826867_trial2.png,8,8,,8,,8,,1
28826867,3,28826867_trial3.png,4,4,,4,,4,,1
28847392,1,28847392_trial1.png,3,3,,3,,3,,1
28847392,2,28847392_trial2.png,9,9,,9,,9,,1
28847392,3,28847392_trial3.png,3,3,,3,,3,,1
28932825,1,28932825_trial1.png,1,1,,1,,1,,1
28932825,2,28932825_trial2.png,1,1,,1,,1,,1
28932825,3,28932825_trial3.png,5,5,,5,,5,,1
28943222,1,28943222_trial1.png,5,5,,5,,5,,1
28943222,2,28943222_trial2.png,2,2,,2,,2,,1
28943222,3,28943222_trial3.png,1,7,,1,,1,,0
28996249,1,28996249_trial1.png,8,8,,8,,8,,1
28996249,2,28996249_trial2.png,8,8,,8,,8,,1
28996249,3,28996249_trial3.png,8,8,,8,,8,,1
29053307,1,29053307_trial1.png,5,5,,5,x,5,x,1
29053307,2,29053307_trial2.png,3,3,,3,,3,,1
29053307,3,29053307_trial3.png,4,4,x,x,,4,x,0
29091177,1,29091177_trial1.png,4,4,,4,,4,,1
29091177,2,29091177_trial2.png,4,4,,4,,4,,1
29091177,3,29091177_trial3.png,4,4,,4,,4,,1
29108456,1,29108456_trial1.png,8,8,,8,,8,,1
29108456,2,29108456_trial2.png,9,9,,9,,9,,1
29108456,3,29108456_trial3.png,0,0,,0,,0,,1
29188227,1,29188227_trial1.png,6,8,,8,,8,,0
29188227,2,29188227_trial2.png,2,2,,2,,2,,1
29188227,3,29188227_trial3.png,4,4,,4,,4,,1
29210800,1,29210800_trial1.png,5,5,,5,,5,,1
29210800,2,29210800_trial2.png,9,9,x,4,x,9,x,0
29210800,3,29210800_trial3.png,0,4,,4,,4,,0
29238290,1,29238290_trial1.png,6,6,,6,,6,,1
29238290,2,29238290_trial2.png,0,0,,0,,x,,0
29238290,3,29238290_trial3.png,7,7,,7,,7,,1
29347059,1,29347059_trial1.png,6,6,x,6,,6,,1
29347059,2,29347059_trial2.png,1,1,,1,,1,,1
29347059,3,29347059_trial3.png,4,4,,4,,4,,1
29354621,1,29354621_trial1.png,1,1,,1,,1,,1
29354621,2,29354621_trial2.png,9,9,,9,,9,,1
29354621,3,29354621_trial3.png,5,7,,7,,7,,0
29467981,1,29467981_trial1.png,5,5,,5,,5,,1
29467981,2,29467981_trial2.png,9,9,,9,,0,,0
29467981,3,29467981_trial3.png,8,x,,8,,8,x,0
29476566,1,29476566_trial1.png,0,0,,0,,0,,1
29476566,2,29476566_trial2.png,3,3,,3,,3,,1
29476566,3,29476566_trial3.png,1,1,,1,,1,,1
29502767,1,29502767_trial1.png,1,1,,1,,1,,1
29502767,2,29502767_trial2.png,3,0,,0,,0,,0
29617019,1,29617019_trial1.png,2,2,,2,,2,,1
29617019,2,29617019_trial2.png,1,1,,1,,1,,1
29617019,3,29617019_trial3.png,5,5,,5,,5,,1
29678239,1,29678239_trial1.png,3,3,,3,,3,,1
29678239,2,29678239_trial2.png,5,5,,5,,5,,1
29678239,3,29678239_trial3.png,9,9,,9,,9,,1
29723880,1,29723880_trial1.png,5,5,,5,,5,,1
29723880,2,29723880_trial2.png,7,7,,7,,7,,1
29723880,3,29723880_trial3.png,0,0,,0,,0,,1
29802394,1,29802394_trial1.png,5,5,,5,,5,,1
29802394,2,29802394_trial2.png,3,3,,3,,3,,1
29802394,3,29802394_trial3.png,9,9,,9,,9,,1
29853635,1,29853635_trial1.png,3,3,,3,,3,,1
29853635,2,29853635_trial2.png,5,0,,0,,0,,0
29853635,3,29853635_trial3.png,6,6,,6,,6,,1
29856056,1,29856056_trial1.png,9,9,,9,,9,,1
29856056,2,29856056_trial2.png,8,8,,8,,8,,1
29856056,3,29856056_trial3.png,0,0,,0,,0,,1
29901634,1,29901634_trial1.png,4,4,,x,,4,,0
29901634,2,29901634_trial2.png,7,7,,7,,7,,1
29901634,3,29901634_trial3.png,2,2,,2,,2,,1
29902667,1,29902667_trial1.png,4,4,,4,,4,,1
29902667,2,29902667_trial2.png,0,0,,0,,0,,1
29902667,3,29902667_trial3.png,8,0,,0,,8,x,0
29966879,1,29966879_trial1.png,0,0,,0,,0,,1
29966879,2,29966879_trial2.png,5,5,,5,,5,,1
29966879,3,29966879_trial3.png,8,x,,8,,8,x,0
29992615,1,29992615_trial1.png,5,6,x,0,x,5,,0
29992615,2,29992615_trial2.png,2,2,,2,,2,,1
29992615,3,29992615_trial3.png,0,0,,0,,0,,1
30032280,1,30032280_trial1.png,4,4,,4,,4,,1
30032280,2,30032280_trial2.png,6,6,,6,,6,,1
30032280,3,30032280_trial3.png,5,5,,5,,5,,1
30097479,1,30097479_trial1.png,4,8,,8,,8,,0
30097479,2,30097479_trial2.png,4,4,,4,,4,,1
30097479,3,30097479_trial3.png,7,3,,3,,3,,0
30110105,1,30110105_trial1.png,6,6,,6,x,6,,1
30110105,1,30110105_trial1.png,6,6,,6,,x,,0
30110105,2,30110105_trial2.png,2,2,,2,,2,,1
30132826,1,30132826_trial1.png,3,3,,3,,3,,1
30132826,2,30132826_trial2.png,5,5,,5,,5,,1
30132826,3,30132826_trial3.png,7,7,,7,,7,,1
30288987,1,30288987_trial1.png,0,0,,0,,0,,1
30288987,2,30288987_trial2.png,0,0,,0,,0,,1
30288987,3,30288987_trial3.png,7,7,,7,,7,,1
30438062,1,30438062_trial1.png,0,0,,0,,0,,1
30438062,2,30438062_trial2.png,4,7,,7,,4,,0
30438062,3,30438062_trial3.png,4,4,,4,,4,,1
30475446,1,30475446_trial1.png,8,8,,8,,8,,1
30475446,2,30475446_trial2.png,0,0,,x,,0,,0
30475446,3,30475446_trial3.png,7,7,,7,,7,,1
30481259,1,30481259_trial1.png,6,6,,6,,6,,1
30481259,2,30481259_trial2.png,4,4,,4,x,x,,0
30481259,3,30481259_trial3.png,7,7,,7,,7,,1
30497655,1,30497655_trial1.png,1,1,,1,,1,,1
30497655,2,30497655_trial2.png,6,6,,6,,6,,1
30497655,3,30497655_trial3.png,4,4,,4,,4,,1
30523656,1,30523656_trial1.png,8,1,,1,,1,,0
30523656,2,30523656_trial2.png,5,1,,1,,1,,0
30523656,3,30523656_trial3.png,3,0,,0,,0,,0
30544721,1,30544721_trial1.png,5,5,,5,,5,,1
30544721,2,30544721_trial2.png,3,3,,3,,x,,0
30544721,3,30544721_trial3.png,7,7,,7,,7,,1
30642145,1,30642145_trial1.png,4,4,,x,,4,x,0
30642145,2,30642145_trial2.png,4,4,,4,,x,,0
30655710,1,30655710_trial1.png,7,7,,7,,7,,1
30655710,2,30655710_trial2.png,3,3,,3,,3,,1
30655710,3,30655710_trial3.png,9,x,,x,,9,,0
30818685,1,30818685_trial1.png,5,5,,5,,5,,1
30847319,1,30847319_trial1.png,7,7,,7,,7,,1
30847319,2,30847319_trial2.png,4,4,,x,,4,,0
30847319,3,30847319_trial3.png,2,2,,x,,2,,0
30903911,1,30903911_trial1.png,2,2,,2,,2,,1
30903911,2,30903911_trial2.png,7,7,,7,x,7,,1
30903911,3,30903911_trial3.png,9,9,,9,,9,,1
30934540,1,30934540_trial1.png,2,2,,2,,2,,1
30934540,2,30934540_trial2.png,1,1,,1,,1,,1
30978903,1,30978903_trial1.png,9,9,,9,,9,,1
30983155,1,30983155_trial1.png,7,7,,7,,7,,1
30985901,1,30985901_trial1.png,9,9,,9,,9,,1
30985901,2,30985901_trial2.png,4,4,,4,,4,x,1
30985901,3,30985901_trial3.png,2,2,,2,,2,,1
31001263,1,31001263_trial1.png,6,1,,1,,1,,0
31001263,2,31001263_trial2.png,7,7,,7,,7,,1
31001263,3,31001263_trial3.png,7,7,,7,,7,,1
31057142,1,31057142_trial1.png,8,8,,8,,8,,1
31057142,2,31057142_trial2.png,0,0,,x,,0,,0
31057142,3,31057142_trial3.png,9,9,,9,,x,,0
31113928,1,31113928_trial1.png,2,2,,2,,2,,1
31113928,2,31113928_trial2.png,4,4,,4,,4,,1
31113928,3,31113928_trial3.png,3,3,,3,,3,,1
31114968,1,31114968_trial1.png,1,1,,1,,1,,1
31114968,2,31114968_trial2.png,9,9,,9,,9,,1
31114968,3,31114968_trial3.png,2,2,,2,,2,,1
31124887,1,31124887_trial1.png,6,6,x,x,,6,,0
31124887,2,31124887_trial2.png,9,9,,9,,9,,1
31124887,3,31124887_trial3.png,4,4,,x,,4,,0
31147755,1,31147755_trial1.png,2,2,,2,,2,,1
31147755,2,31147755_trial2.png,8,8,,8,,x,,0
31147755,3,31147755_trial3.png,1,1,,1,,7,x,0
31168416,1,31168416_trial1.png,0,0,,0,,0,,1
31168416,2,31168416_trial2.png,7,7,,7,,7,,1
31168416,3,31168416_trial3.png,1,1,,1,,1,,1
31198096,1,31198096_trial1.png,2,2,,2,,2,,1
31198096,2,31198096_trial2.png,3,3,,3,,3,,1
31329226,1,31329226_trial1.png,6,6,,6,,6,,1
31329226,2,31329226_trial2.png,9,9,,9,,9,,1
31329226,3,31329226_trial3.png,3,3,,3,,3,,1
31335204,1,31335204_trial1.png,5,5,,5,,x,,0
31335204,2,31335204_trial2.png,8,8,,8,,8,,1
31335204,3,31335204_trial3.png,8,8,,8,,8,,1
31356258,1,31356258_trial1.png,8,8,,8,,8,,1
31356258,2,31356258_trial2.png,9,9,,9,,9,,1
31356258,3,31356258_trial3.png,7,7,,1,x,7,,0
31439866,1,31439866_trial1.png,2,2,,2,,2,,1
31439866,2,31439866_trial2.png,9,9,,9,,9,,1
31439866,3,31439866_trial3.png,2,2,,2,,2,,1
31473737,1,31473737_trial1.png,1,1,,1,,1,,1
31473737,2,31473737_trial2.png,1,1,,1,,1,,1
31473737,3,31473737_trial3.png,8,8,,8,,8,,1
31532416,1,31532416_trial1.png,0,0,,0,,0,,1
31532416,2,31532416_trial2.png,3,3,,3,,3,,1
31532416,3,31532416_trial3.png,1,1,,1,,1,,1
31538163,1,31538163_trial1.png,4,4,,4,,4,,1
31540332,1,31540332_trial1.png,3,3,,3,,3,,1
31540332,2,31540332_trial2.png,2,2,,2,,2,,1
31540332,3,31540332_trial3.png,6,6,,6,,6,,1
31582800,1,31582800_trial1.png,6,6,,6,,6,,1
31582800,2,31582800_trial2.png,4,x,,4,x,4,,0
31582800,3,31582800_trial3.png,6,6,,6,,x,,0
31753693,1,31753693_trial1.png,3,3,,3,,3,x,1
31753693,2,31753693_trial2.png,3,3,,x,,3,x,0
31753693,3,31753693_trial3.png,6,6,,6,,0,,0
31757188,1,31757188_trial1.png,2,2,,2,,2,,1
31757188,2,31757188_trial2.png,4,4,,4,,4,,1
31757188,3,31757188_trial3.png,4,4,,4,,4,,1
31922199,1,31922199_trial1.png,2,2,,2,,2,,1
31922199,2,31922199_trial2.png,4,4,,4,,4,,1
31922199,3,31922199_trial3.png,6,6,,6,,6,,1
31945220,1,31945220_trial1.png,1,1,,1,,1,,1
31945220,2,31945220_trial2.png,8,8,,8,,x,,0
31945220,3,31945220_trial3.png,8,8,,8,,8,,1
31975046,1,31975046_trial1.png,2,2,,2,,2,,1
31975046,2,31975046_trial2.png,0,0,,0,,0,,1
31975046,3,31975046_trial3.png,5,5,,5,,5,,1
32045268,1,32045268_trial1.png,2,2,,2,,2,,1
32045268,2,32045268_trial2.png,8,8,,8,,8,,1
32045268,3,32045268_trial3.png,5,x,,5,x,5,,0
32133248,1,32133248_trial1.png,7,7,,7,,7,,1
32133248,2,32133248_trial2.png,3,3,,3,,3,,1
32133248,3,32133248_trial3.png,6,4,,4,,6,,0
32178346,1,32178346_trial1.png,4,4,,4,,x,,0
32235934,1,32235934_trial1.png,0,0,,0,,0,,1
32235934,2,32235934_trial2.png,5,5,,5,,5,,1
32235934,3,32235934_trial3.png,1,1,,1,x,1,x,1
32301204,1,32301204_trial1.png,3,3,,3,,3,,1
32301204,2,32301204_trial2.png,6,6,,6,,6,,1
32308389,1,32308389_trial1.png,4,4,,4,,4,,1
32308389,2,32308389_trial2.png,1,9,,9,,9,,0
32308389,3,32308389_trial3.png,4,4,,4,,4,,1
32309305,1,32309305_trial1.png,7,7,,7,,7,,1
32309305,2,32309305_trial2.png,4,4,,4,,4,,1
32309305,3,32309305_trial3.png,7,7,,7,,7,,1
32316920,1,32316920_trial1.png,8,8,,8,,x,,0
32339929,1,32339929_trial1.png,3,3,,3,,3,,1
32339929,2,32339929_trial2.png,6,6,,6,,6,,1
32339929,3,32339929_trial3.png,0,0,,0,,0,,1
32355059,1,32355059_trial1.png,7,7,,7,,7,,1
32355059,2,32355059_trial2.png,0,0,,0,,0,,1
32355059,3,32355059_trial3.png,7,7,x,7,,7,,1
32357769,1,32357769_trial1.png,5,5,,5,,5,,1
32357769,2,32357769_trial2.png,8,8,,8,,8,,1
32357769,3,32357769_trial3.png,6,6,,6,,6,,1
32378827,1,32378827_trial1.png,8,8,,8,,8,,1
32378827,2,32378827_trial2.png,6,6,,6,,6,,1
32378827,3,32378827_trial3.png,5,5,,5,,x,,0
32398681,1,32398681_trial1.png,4,4,,4,,4,,1
32398681,2,32398681_trial2.png,8,8,,8,,8,,1
32398681,3,32398681_trial3.png,5,5,,5,,5,,1
32409398,1,32409398_trial1.png,8,8,,8,,8,,1
32409398,2,32409398_trial2.png,7,7,,7,,7,,1
32409398,3,32409398_trial3.png,3,3,,3,,3,,1
32433726,1,32433726_trial1.png,5,5,,5,,5,,1
32433726,2,32433726_trial2.png,4,4,,4,,4,,1
32433726,3,32433726_trial3.png,5,5,,5,,5,,1
32470033,1,32470033_trial1.png,4,4,,4,,4,,1
32470033,2,32470033_trial2.png,4,4,,4,,4,,1
32470033,3,32470033_trial3.png,3,3,,3,,3,,1
32480010,1,32480010_trial1.png,4,4,,4,,4,,1
32480010,2,32480010_trial2.png,4,4,,4,,4,,1
32480010,3,32480010_trial3.png,8,8,,8,,8,,1
32532717,1,32532717_trial1.png,5,5,,5,,5,,1
32532717,2,32532717_trial2.png,6,6,,6,,6,,1
32532717,3,32532717_trial3.png,3,3,,3,,3,,1
32562571,1,32562571_trial1.png,8,8,,0,,8,x,0
32562571,2,32562571_trial2.png,9,9,,9,,9,,1
32562571,3,32562571_trial3.png,6,6,,6,,x,,0
32566473,1,32566473_trial1.png,6,6,,6,,6,,1
32566473,2,32566473_trial2.png,6,6,,6,,6,,1
32566473,3,32566473_trial3.png,2,2,,2,,2,,1
32578222,1,32578222_trial1.png,4,4,,4,,4,,1
32578222,2,32578222_trial2.png,9,9,,9,,9,,1
32578222,3,32578222_trial3.png,7,7,,7,,7,,1
32622505,1,32622505_trial1.png,7,7,,7,,7,,1
32622505,2,32622505_trial2.png,0,0,,0,,0,,1
32622505,3,32622505_trial3.png,8,8,,8,,8,,1
32669297,1,32669297_trial1.png,9,9,x,x,,9,,0
32669297,2,32669297_trial2.png,5,5,,5,,5,,1
32669297,3,32669297_trial3.png,6,6,,6,,6,,1
32684022,1,32684022_trial1.png,0,0,,0,,0,,1
32684022,2,32684022_trial2.png,6,6,,x,,6,x,0
32684022,3,32684022_trial3.png,2,2,x,2,,2,,1
32733904,1,32733904_trial1.png,7,7,,7,,7,,1
32733904,2,32733904_trial2.png,5,5,,5,,5,,1
32733904,3,32733904_trial3.png,5,5,,5,,5,,1
32783441,1,32783441_trial1.png,1,1,,1,,1,,1
32783441,2,32783441_trial2.png,7,7,,7,,7,,1
32783441,3,32783441_trial3.png,8,8,,8,,8,,1
32787445,1,32787445_trial1.png,7,7,,7,,7,,1
32787445,2,32787445_trial2.png,4,4,,4,,x,,0
32787445,3,32787445_trial3.png,2,2,,2,,2,,1
32819574,1,32819574_trial1.png,4,9,x,9,x,4,x,0
32819574,2,32819574_trial2.png,9,9,,8,x,9,,0
32819574,3,32819574_trial3.png,6,6,,6,,x,,0
32869203,1,32869203_trial1.png,8,8,,8,,8,,1
32869203,2,32869203_trial2.png,2,2,,2,,2,,1
32869203,3,32869203_trial3.png,1,1,,1,,1,,1
32902462,1,32902462_trial1.png,9,9,,9,,9,,1
32902462,2,32902462_trial2.png,6,6,,6,,6,,1
32902462,3,32902462_trial3.png,1,1,,1,,1,,1
32927788,1,32927788_trial1.png,9,0,,0,,0,,0
32927788,2,32927788_trial2.png,0,7,,7,,2,,0
32927788,3,32927788_trial3.png,4,4,,4,,4,,1
33018735,1,33018735_trial1.png,2,2,,2,,2,,1
33018735,2,33018735_trial2.png,4,4,,4,,4,,1
33018735,3,33018735_trial3.png,0,0,,0,,0,,1
33036233,1,33036233_trial1.png,3,3,,3,,3,,1
33036233,2,33036233_trial2.png,0,0,,0,,0,,1
33036233,3,33036233_trial3.png,6,6,,6,,6,,1
33055851,1,33055851_trial1.png,2,2,,2,,x,,0
33055851,2,33055851_trial2.png,4,4,,4,,4,,1
33055851,3,33055851_trial3.png,5,5,,5,,5,,1
33057172,1,33057172_trial1.png,5,5,,5,,5,,1
33057172,2,33057172_trial2.png,6,6,,6,,6,,1
33131712,1,33131712_trial1.png,7,7,,7,,7,,1
33131712,2,33131712_trial2.png,1,1,,1,,1,,1
33131712,3,33131712_trial3.png,7,7,,7,,7,,1
33155754,1,33155754_trial1.png,6,6,,6,,6,,1
33155754,2,33155754_trial2.png,3,3,,3,,3,,1
33155754,3,33155754_trial3.png,0,0,,0,,0,,1
33229056,1,33229056_trial1.png,5,5,,5,,5,,1
33229056,2,33229056_trial2.png,1,1,,1,,1,,1
33229056,3,33229056_trial3.png,9,9,,9,,9,,1
33267654,1,33267654_trial1.png,6,6,,6,,6,,1
33267654,2,33267654_trial2.png,9,9,,9,,9,,1
33267654,3,33267654_trial3.png,7,7,,7,,7,,1
33280283,1,33280283_trial1.png,6,6,,6,,6,,1
33280283,2,33280283_trial2.png,6,6,,6,,6,,1
33280283,3,33280283_trial3.png,2,4,,4,,4,,0
33355327,1,33355327_trial1.png,5,5,,5,,5,,1
33355327,2,33355327_trial2.png,9,9,,9,,9,,1
33355327,3,33355327_trial3.png,4,4,x,4,x,4,x,1
33365442,1,33365442_trial1.png,5,5,,5,,5,,1
33365442,2,33365442_trial2.png,9,9,,9,,x,,0
33365442,3,33365442_trial3.png,4,4,,4,,4,,1
33408439,1,33408439_trial1.png,0,0,,0,,0,,1
33408439,2,33408439_trial2.png,2,2,,2,,2,,1
33408439,3,33408439_trial3.png,4,4,,4,,4,,1
33411210,1,33411210_trial1.png,4,4,,4,,4,,1
33411210,2,33411210_trial2.png,4,4,,4,,x,,0
33411210,3,33411210_trial3.png,9,9,,9,,9,,1
33421613,1,33421613_trial1.png,3,3,,3,,3,,1
33421613,2,33421613_trial2.png,0,0,,0,,0,,1
33421613,3,33421613_trial3.png,3,3,,3,,3,,1
33475737,1,33475737_trial1.png,3,x,,3,,3,x,0
33475737,2,33475737_trial2.png,8,8,,8,,8,,1
33475737,3,33475737_trial3.png,1,1,,1,,1,,1
33481030,1,33481030_trial1.png,1,1,x,1,,1,x,1
33481030,2,33481030_trial2.png,4,4,,4,,4,,1
33481030,3,33481030_trial3.png,1,1,,1,,1,x,1
33510433,1,33510433_trial1.png,8,8,,8,,x,,0
33510433,2,33510433_trial2.png,6,6,,6,,6,,1
33510433,3,33510433_trial3.png,4,4,,4,x,4,,1
33795687,1,33795687_trial1.png,3,3,,x,,3,x,0
33795687,2,33795687_trial2.png,0,0,,0,,0,,1
33795687,3,33795687_trial3.png,4,4,,4,,4,,1
33848705,1,33848705_trial1.png,2,2,,2,,2,,1
33848705,2,33848705_trial2.png,7,7,,7,,7,,1
33848705,3,33848705_trial3.png,6,6,,6,,6,,1
33956524,1,33956524_trial1.png,3,3,,3,,3,,1
33956524,2,33956524_trial2.png,9,9,,9,,x,,0
33956524,3,33956524_trial3.png,4,4,x,4,,4,x,1
33984331,1,33984331_trial1.png,3,3,,3,,3,,1
33984331,2,33984331_trial2.png,6,6,,6,,6,,1
33984331,3,33984331_trial3.png,5,5,,5,,5,,1
34107346,1,34107346_trial1.png,7,7,,7,,7,,1
34107346,2,34107346_trial2.png,0,0,,0,,0,,1
34107346,3,34107346_trial3.png,7,7,,7,,7,,1
34139462,1,34139462_trial1.png,7,7,,7,,7,,1
34139462,2,34139462_trial2.png,8,5,,5,,5,,0
34139462,3,34139462_trial3.png,2,2,,2,,2,,1
34160032,1,34160032_trial1.png,4,8,,8,,8,,0
34160032,2,34160032_trial2.png,5,5,,5,,5,,1
34160032,3,34160032_trial3.png,7,7,x,7,x,8,x,0
34214963,1,34214963_trial1.png,9,9,,9,,9,,1
34214963,2,34214963_trial2.png,9,9,,9,,9,,1
34214963,3,34214963_trial3.png,3,3,,3,,3,,1
34227889,1,34227889_trial1.png,8,8,,8,,8,,1
34227889,2,34227889_trial2.png,0,0,,0,,0,,1
34227889,3,34227889_trial3.png,1,1,,1,,1,,1
34293674,1,34293674_trial1.png,4,6,,6,,6,,0
34293674,2,34293674_trial2.png,2,2,x,x,x,2,,0
34293674,3,34293674_trial3.png,5,5,x,x,x,5,x,0
34296864,1,34296864_trial1.png,4,4,,4,,9,,0
34296864,2,34296864_trial2.png,0,0,,0,,0,,1
34296864,3,34296864_trial3.png,7,7,,7,,7,,1
34319282,1,34319282_trial1.png,2,2,,2,,2,,1
34319282,2,34319282_trial2.png,2,2,,2,,2,,1
34319282,3,34319282_trial3.png,9,9,,9,,9,,1
34341407,1,34341407_trial1.png,8,8,,8,,8,,1
34341407,2,34341407_trial2.png,8,8,,8,,x,,0
34341407,3,34341407_trial3.png,4,4,,4,,4,,1
34450928,1,34450928_trial1.png,4,4,x,4,,4,,1
34450928,2,34450928_trial2.png,3,3,,3,,3,,1
34450928,3,34450928_trial3.png,8,8,,8,,8,,1
34468465,1,34468465_trial1.png,1,1,,1,,1,,1
34468465,2,34468465_trial2.png,2,2,,2,,2,,1
34468465,3,34468465_trial3.png,6,6,,8,,6,,0
34481225,1,34481225_trial1.png,6,6,,6,,6,,1
34481225,2,34481225_trial2.png,6,6,,6,,6,,1
34481225,3,34481225_trial3.png,5,5,,5,,5,,1
34706058,1,34706058_trial1.png,5,5,,5,,5,,1
34706058,2,34706058_trial2.png,4,4,,4,,4,,1
34706058,3,34706058_trial3.png,6,6,,6,,6,,1
34731234,1,34731234_trial1.png,6,6,,6,,6,,1
34731234,2,34731234_trial2.png,7,7,,7,,7,,1
34731234,3,34731234_trial3.png,4,4,,4,,4,,1
34776634,1,34776634_trial1.png,7,7,,7,,7,,1
34776634,2,34776634_trial2.png,4,4,,4,,4,,1
34847534,1,34847534_trial1.png,1,1,,1,,1,,1
34847534,2,34847534_trial2.png,5,5,,5,,5,,1
34847534,3,34847534_trial3.png,2,2,,2,,2,,1
34920987,1,34920987_trial1.png,5,5,,5,,5,,1
34920987,2,34920987_trial2.png,0,0,,0,,0,,1
34920987,3,34920987_trial3.png,2,2,,2,,2,,1
34936506,1,34936506_trial1.png,9,9,,9,,9,,1
34936506,2,34936506_trial2.png,4,4,,4,,x,,0
34936506,3,34936506_trial3.png,4,4,,4,,4,,1
34958005,1,34958005_trial1.png,2,2,,2,,2,,1
34958005,2,34958005_trial2.png,2,2,,2,,2,,1
34958005,3,34958005_trial3.png,7,7,,7,,7,,1
