userID,itemNo,responseNo,checked,responseText,responseTime
26142310,8,1,0,,11848
26142310,8,2,1,,11848
26142310,9,-1,-1,,4425
26142310,10,-1,-1,,2984
26212515,2,1,0,,14501
26212515,2,2,0,,14501
26212515,2,3,0,,14501
26212515,2,4,0,,14501
26212515,2,5,1,,14501
26212515,3,1,1,,9016
26212515,3,2,0,,9016
26212515,3,3,0,,9016
26212515,3,4,0,,9016
26212515,3,5,0,,9016
26212515,4,1,0,,5700
26212515,4,2,0,,5700
26212515,4,3,0,,5700
26212515,4,4,0,,5700
26212515,4,5,1,,5700
26212515,5,1,1,,17630
26212515,5,2,0,,17630
26212515,5,3,0,,17630
26212515,5,4,0,,17630
26212515,5,5,0,,17630
26212515,6,1,0,,12071
26212515,6,2,1,,12071
26212515,7,-1,-1,I did not follow a specific strategy ,39395
26212515,8,1,0,,13191
26212515,8,2,1,,13191
26212515,9,-1,-1,It did not ,13418
26212515,10,-1,-1,No,8383
26236866,2,1,0,,5953
26236866,2,2,0,,5953
26236866,2,3,0,,5953
26236866,2,4,0,,5953
26236866,2,5,1,,5953
26236866,3,1,0,,6102
26236866,3,2,1,,6102
26236866,3,3,0,,6102
26236866,3,4,0,,6102
26236866,3,5,0,,6102
26236866,4,1,0,,7392
26236866,4,2,0,,7392
26236866,4,3,1,,7392
26236866,4,4,0,,7392
26236866,4,5,0,,7392
26236866,5,1,1,,4386
26236866,5,2,0,,4386
26236866,5,3,0,,4386
26236866,5,4,0,,4386
26236866,5,5,0,,4386
26236866,6,1,0,,2878
26236866,6,2,1,,2878
26236866,7,-1,-1,,3412
26236866,8,1,1,,3936
26236866,8,2,0,,3936
26236866,9,-1,-1,,3726
26236866,10,-1,-1,,3067
26268132,2,1,0,,40690
26268132,2,2,0,,40690
26268132,2,3,0,,40690
26268132,2,4,0,,40690
26268132,2,5,1,,40690
26268132,3,1,1,,12655
26268132,3,2,0,,12655
26268132,3,3,0,,12655
26268132,3,4,0,,12655
26268132,3,5,0,,12655
26268132,4,1,0,,8953
26268132,4,2,0,,8953
26268132,4,3,0,,8953
26268132,4,4,1,,8953
26268132,4,5,0,,8953
26268132,5,1,1,,17352
26268132,5,2,0,,17352
26268132,5,3,0,,17352
26268132,5,4,0,,17352
26268132,5,5,0,,17352
26268132,6,1,1,,19838
26268132,6,2,0,,19838
26268132,7,-1,-1,I first observe the symbol and from that I can identify where to erase and also where to add pixel  my strategy is by first observing the symbol and how I can turn into to another symbol. I check the possible sides that needed to be erased and also check where I can add more pixel before starting  this is my strategy.,127744
26268132,8,1,0,,13860
26268132,8,2,1,,13860
26268132,9,-1,-1,It didn't affect my annotation strategy.,34921
26268132,10,-1,-1,My experience so fine with the annotation was superb  fun and enjoyable  I love the experiment for it was great and stimulating. I'm just curious to know how I did  because I think I did well in the experiment.,109347
26313583,2,1,0,,4735
26313583,2,2,0,,4735
26313583,2,3,0,,4735
26313583,2,4,0,,4735
26313583,2,5,1,,4735
26313583,3,1,1,,3067
26313583,3,2,0,,3067
26313583,3,3,0,,3067
26313583,3,4,0,,3067
26313583,3,5,0,,3067
26313583,4,1,0,,2933
26313583,4,2,0,,2933
26313583,4,3,0,,2933
26313583,4,4,0,,2933
26313583,4,5,1,,2933
26313583,5,1,1,,3484
26313583,5,2,0,,3484
26313583,5,3,0,,3484
26313583,5,4,0,,3484
26313583,5,5,0,,3484
26313583,6,1,0,,2485
26313583,6,2,1,,2485
26313583,7,-1,-1,,2497
26313583,8,1,1,,4484
26313583,8,2,0,,4484
26313583,9,-1,-1,,46795
26313583,10,-1,-1,No  everything was good. The interface worked well  it was easy to understand  I enjoyed the task. Thank you so much!,19121
26379503,2,1,0,,10735
26379503,2,2,0,,10735
26379503,2,3,0,,10735
26379503,2,4,1,,10735
26379503,2,5,0,,10735
26379503,3,1,0,,5169
26379503,3,2,1,,5169
26379503,3,3,0,,5169
26379503,3,4,0,,5169
26379503,3,5,0,,5169
26379503,4,1,0,,18871
26379503,4,2,0,,18871
26379503,4,3,0,,18871
26379503,4,4,1,,18871
26379503,4,5,0,,18871
26379503,5,1,1,,10318
26379503,5,2,0,,10318
26379503,5,3,0,,10318
26379503,5,4,0,,10318
26379503,5,5,0,,10318
26379503,6,1,0,,11546
26379503,6,2,1,,11546
26379503,7,-1,-1,,23161
26379503,8,1,0,,9718
26379503,8,2,1,,9718
26379503,9,-1,-1,I dont know,12810
26379503,10,-1,-1,,5600
26384623,2,1,0,,5197
26384623,2,2,0,,5197
26384623,2,3,0,,5197
26384623,2,4,0,,5197
26384623,2,5,1,,5197
26384623,3,1,1,,4279
26384623,3,2,0,,4279
26384623,3,3,0,,4279
26384623,3,4,0,,4279
26384623,3,5,0,,4279
26384623,4,1,0,,4662
26384623,4,2,0,,4662
26384623,4,3,0,,4662
26384623,4,4,0,,4662
26384623,4,5,1,,4662
26384623,5,1,1,,3473
26384623,5,2,0,,3473
26384623,5,3,0,,3473
26384623,5,4,0,,3473
26384623,5,5,0,,3473
26384623,6,1,0,,3495
26384623,6,2,1,,3495
26384623,7,-1,-1,,2604
26384623,8,1,0,,4460
26384623,8,2,1,,4460
26384623,9,-1,-1,,1910
26384623,10,-1,-1,None,4789
26385636,2,1,0,,9286
26385636,2,2,0,,9286
26385636,2,3,0,,9286
26385636,2,4,0,,9286
26385636,2,5,1,,9286
26385636,3,1,1,,5365
26385636,3,2,0,,5365
26385636,3,3,0,,5365
26385636,3,4,0,,5365
26385636,3,5,0,,5365
26385636,4,1,0,,4459
26385636,4,2,0,,4459
26385636,4,3,0,,4459
26385636,4,4,0,,4459
26385636,4,5,1,,4459
26385636,5,1,1,,2781
26385636,5,2,0,,2781
26385636,5,3,0,,2781
26385636,5,4,0,,2781
26385636,5,5,0,,2781
26385636,6,1,0,,5046
26385636,6,2,1,,5046
26385636,7,-1,-1,-,5157
26385636,8,1,0,,4079
26385636,8,2,1,,4079
26385636,9,-1,-1,-,3078
26385636,10,-1,-1,-,3481
26402727,2,1,0,,11860
26402727,2,2,0,,11860
26402727,2,3,0,,11860
26402727,2,4,1,,11860
26402727,2,5,0,,11860
26402727,3,1,0,,2755
26402727,3,2,1,,2755
26402727,3,3,0,,2755
26402727,3,4,0,,2755
26402727,3,5,0,,2755
26402727,4,1,0,,4426
26402727,4,2,0,,4426
26402727,4,3,0,,4426
26402727,4,4,1,,4426
26402727,4,5,0,,4426
26402727,5,1,1,,3275
26402727,5,2,0,,3275
26402727,5,3,0,,3275
26402727,5,4,0,,3275
26402727,5,5,0,,3275
26402727,6,1,0,,3788
26402727,6,2,1,,3788
26402727,7,-1,-1,No specific strategy.,12279
26402727,8,1,0,,5811
26402727,8,2,1,,5811
26402727,9,-1,-1,-,4339
26402727,10,-1,-1,Thank you for the study!,9048
26434688,2,1,0,,4825
26434688,2,2,0,,4825
26434688,2,3,0,,4825
26434688,2,4,0,,4825
26434688,2,5,1,,4825
26434688,3,1,1,,2737
26434688,3,2,0,,2737
26434688,3,3,0,,2737
26434688,3,4,0,,2737
26434688,3,5,0,,2737
26434688,4,1,0,,2681
26434688,4,2,0,,2681
26434688,4,3,0,,2681
26434688,4,4,0,,2681
26434688,4,5,1,,2681
26434688,5,1,1,,2174
26434688,5,2,0,,2174
26434688,5,3,0,,2174
26434688,5,4,0,,2174
26434688,5,5,0,,2174
26434688,6,1,1,,5095
26434688,6,2,0,,5095
26434688,7,-1,-1,Maintain all current pixels which match new number if it were to be overlayed  focusing specifically on the darkest/blackest pixels. Overlay new pixels required to formulate new number  and then remove the ones which are no longer required  again focusing on the darkest/blackest pixels until the new number was easily legible.,54960
26434688,8,1,0,,5400
26434688,8,2,1,,5400
26434688,9,-1,-1,It didn't,4479
26434688,10,-1,-1,,1514
26464930,2,1,0,,9226
26464930,2,2,0,,9226
26464930,2,3,0,,9226
26464930,2,4,0,,9226
26464930,2,5,1,,9226
26464930,3,1,0,,8149
26464930,3,2,0,,8149
26464930,3,3,1,,8149
26464930,3,4,0,,8149
26464930,3,5,0,,8149
26464930,4,1,0,,7658
26464930,4,2,0,,7658
26464930,4,3,0,,7658
26464930,4,4,1,,7658
26464930,4,5,0,,7658
26464930,5,1,1,,3814
26464930,5,2,0,,3814
26464930,5,3,0,,3814
26464930,5,4,0,,3814
26464930,5,5,0,,3814
26464930,6,1,0,,7146
26464930,6,2,1,,7146
26464930,7,-1,-1,,6454
26464930,8,1,0,,13143
26464930,8,2,1,,13143
26464930,9,-1,-1,,2730
26464930,10,-1,-1,The brush tool was quite sensitive. It would be useful to be able to practice using it first. I found it was easier to draw short strokes and join them together rather than long ones which wobbled into pixels I didn't want to use  therefore had to erase.,82785
26513974,2,1,0,,4224
26513974,2,2,0,,4224
26513974,2,3,0,,4224
26513974,2,4,0,,4224
26513974,2,5,1,,4224
26513974,3,1,1,,2704
26513974,3,2,0,,2704
26513974,3,3,0,,2704
26513974,3,4,0,,2704
26513974,3,5,0,,2704
26513974,4,1,0,,2832
26513974,4,2,0,,2832
26513974,4,3,0,,2832
26513974,4,4,0,,2832
26513974,4,5,1,,2832
26513974,5,1,1,,3280
26513974,5,2,0,,3280
26513974,5,3,0,,3280
26513974,5,4,0,,3280
26513974,5,5,0,,3280
26513974,6,1,0,,5496
26513974,6,2,1,,5496
26513974,7,-1,-1,,3264
26513974,8,1,0,,4560
26513974,8,2,1,,4560
26513974,9,-1,-1,,2512
26513974,10,-1,-1,,2616
26516648,2,1,0,,4024
26516648,2,2,0,,4024
26516648,2,3,0,,4024
26516648,2,4,0,,4024
26516648,2,5,1,,4024
26516648,3,1,1,,5506
26516648,3,2,0,,5506
26516648,3,3,0,,5506
26516648,3,4,0,,5506
26516648,3,5,0,,5506
26516648,4,1,0,,4155
26516648,4,2,0,,4155
26516648,4,3,0,,4155
26516648,4,4,0,,4155
26516648,4,5,1,,4155
26516648,5,1,1,,3707
26516648,5,2,0,,3707
26516648,5,3,0,,3707
26516648,5,4,0,,3707
26516648,5,5,0,,3707
26516648,6,1,0,,2742
26516648,6,2,1,,2742
26516648,7,-1,-1,NA,5586
26516648,8,1,0,,3792
26516648,8,2,1,,3792
26516648,9,-1,-1,NA,4113
26516648,10,-1,-1,None  all tools were easy to use,10859
26663146,2,1,0,,11176
26663146,2,2,0,,11176
26663146,2,3,0,,11176
26663146,2,4,1,,11176
26663146,2,5,0,,11176
26663146,3,1,0,,25218
26663146,3,2,0,,25218
26663146,3,3,1,,25218
26663146,3,4,0,,25218
26663146,3,5,0,,25218
26663146,4,1,0,,8187
26663146,4,2,0,,8187
26663146,4,3,0,,8187
26663146,4,4,1,,8187
26663146,4,5,0,,8187
26663146,5,1,1,,8716
26663146,5,2,0,,8716
26663146,5,3,0,,8716
26663146,5,4,0,,8716
26663146,5,5,0,,8716
26663146,6,1,1,,10495
26663146,6,2,0,,10495
26663146,7,-1,-1,Tried to attain the desired result using minimal steps. Also  the required character had to be clearly identifiable  not vague.,84829
26663146,8,1,1,,14878
26663146,8,2,0,,14878
26663146,9,-1,-1,i made sure to attain and surpass the 2% requirement...,110688
26663146,10,-1,-1,At the beginning  I had a little trouble controlling the brush/cursor with my mouse but it's just an adjustment.,123523
26708790,2,1,0,,38950
26708790,2,2,0,,38950
26708790,2,3,0,,38950
26708790,2,4,0,,38950
26708790,2,5,1,,38950
26708790,3,1,0,,11000
26708790,3,2,1,,11000
26708790,3,3,0,,11000
26708790,3,4,0,,11000
26708790,3,5,0,,11000
26708790,4,1,0,,25807
26708790,4,2,0,,25807
26708790,4,3,0,,25807
26708790,4,4,1,,25807
26708790,4,5,0,,25807
26708790,5,1,1,,19448
26708790,5,2,0,,19448
26708790,5,3,0,,19448
26708790,5,4,0,,19448
26708790,5,5,0,,19448
26708790,6,1,1,,10119
26708790,6,2,0,,10119
26708790,7,-1,-1,,11774
26708790,8,1,0,,7409
26708790,8,2,1,,7409
26708790,9,-1,-1,,5163
26708790,10,-1,-1,,3237
26713088,2,1,0,,7584
26713088,2,2,0,,7584
26713088,2,3,0,,7584
26713088,2,4,0,,7584
26713088,2,5,1,,7584
26713088,3,1,0,,9409
26713088,3,2,1,,9409
26713088,3,3,0,,9409
26713088,3,4,0,,9409
26713088,3,5,0,,9409
26713088,4,1,0,,4823
26713088,4,2,0,,4823
26713088,4,3,0,,4823
26713088,4,4,1,,4823
26713088,4,5,0,,4823
26713088,5,1,1,,7456
26713088,5,2,0,,7456
26713088,5,3,0,,7456
26713088,5,4,0,,7456
26713088,5,5,0,,7456
26713088,6,1,0,,4545
26713088,6,2,1,,4545
26713088,7,-1,-1,,4991
26713088,8,1,0,,6080
26713088,8,2,1,,6080
26713088,9,-1,-1,,3345
26713088,10,-1,-1,,2935
26751794,2,1,0,,9457
26751794,2,2,0,,9457
26751794,2,3,0,,9457
26751794,2,4,0,,9457
26751794,2,5,1,,9457
26751794,3,1,1,,6297
26751794,3,2,0,,6297
26751794,3,3,0,,6297
26751794,3,4,0,,6297
26751794,3,5,0,,6297
26751794,4,1,0,,8464
26751794,4,2,0,,8464
26751794,4,3,1,,8464
26751794,4,4,0,,8464
26751794,4,5,0,,8464
26751794,5,1,1,,5793
26751794,5,2,0,,5793
26751794,5,3,0,,5793
26751794,5,4,0,,5793
26751794,5,5,0,,5793
26751794,6,1,0,,4733
26751794,6,2,1,,4733
26751794,7,-1,-1,,16321
26751794,8,1,0,,10831
26751794,8,2,1,,10831
26751794,9,-1,-1,,1777
26751794,10,-1,-1,,1853
26779985,2,1,0,,18325
26779985,2,2,0,,18325
26779985,2,3,1,,18325
26779985,2,4,0,,18325
26779985,2,5,0,,18325
26779985,3,1,0,,7674
26779985,3,2,1,,7674
26779985,3,3,0,,7674
26779985,3,4,0,,7674
26779985,3,5,0,,7674
26779985,4,1,0,,9278
26779985,4,2,0,,9278
26779985,4,3,0,,9278
26779985,4,4,1,,9278
26779985,4,5,0,,9278
26779985,5,1,1,,5177
26779985,5,2,0,,5177
26779985,5,3,0,,5177
26779985,5,4,0,,5177
26779985,5,5,0,,5177
26779985,6,1,0,,7687
26779985,6,2,1,,7687
26779985,7,-1,-1,,11434
26779985,8,1,1,,17302
26779985,8,2,0,,17302
26779985,9,-1,-1,,4648
26779985,10,-1,-1,,5393
26849325,2,1,0,,6419
26849325,2,2,0,,6419
26849325,2,3,0,,6419
26849325,2,4,0,,6419
26849325,2,5,1,,6419
26849325,3,1,1,,4685
26849325,3,2,0,,4685
26849325,3,3,0,,4685
26849325,3,4,0,,4685
26849325,3,5,0,,4685
26849325,4,1,0,,6264
26849325,4,2,0,,6264
26849325,4,3,0,,6264
26849325,4,4,0,,6264
26849325,4,5,1,,6264
26849325,5,1,1,,4601
26849325,5,2,0,,4601
26849325,5,3,0,,4601
26849325,5,4,0,,4601
26849325,5,5,0,,4601
26849325,6,1,0,,4821
26849325,6,2,1,,4821
26849325,7,-1,-1,I didn't follow any specific strategy  I just brushed a bit more of the pre-existing number and removed with the eraser the existing parts.,37230
26849325,8,1,0,,5731
26849325,8,2,1,,5731
26849325,9,-1,-1,It did not  the 2% is minimal. Average change percentage for me was around 10.,29927
26849325,10,-1,-1,Nothing comes to mind  simple study to do.,11203
26852412,2,1,0,,12724
26852412,2,2,0,,12724
26852412,2,3,0,,12724
26852412,2,4,0,,12724
26852412,2,5,1,,12724
26852412,3,1,1,,8583
26852412,3,2,0,,8583
26852412,3,3,0,,8583
26852412,3,4,0,,8583
26852412,3,5,0,,8583
26852412,4,1,0,,9491
26852412,4,2,1,,9491
26852412,4,3,0,,9491
26852412,4,4,0,,9491
26852412,4,5,0,,9491
26852412,5,1,1,,5246
26852412,5,2,0,,5246
26852412,5,3,0,,5246
26852412,5,4,0,,5246
26852412,5,5,0,,5246
26852412,6,1,0,,4132
26852412,6,2,1,,4132
26852412,7,-1,-1,,3853
26852412,8,1,1,,8157
26852412,8,2,0,,8157
26852412,9,-1,-1,I was focused on the percentage.,15579
26852412,10,-1,-1,,13271
26940692,2,1,0,,19177
26940692,2,2,0,,19177
26940692,2,3,0,,19177
26940692,2,4,1,,19177
26940692,2,5,0,,19177
26940692,3,1,0,,9093
26940692,3,2,0,,9093
26940692,3,3,0,,9093
26940692,3,4,1,,9093
26940692,3,5,0,,9093
26940692,4,1,0,,6903
26940692,4,2,1,,6903
26940692,4,3,0,,6903
26940692,4,4,0,,6903
26940692,4,5,0,,6903
26940692,5,1,1,,5997
26940692,5,2,0,,5997
26940692,5,3,0,,5997
26940692,5,4,0,,5997
26940692,5,5,0,,5997
26940692,6,1,1,,5242
26940692,6,2,0,,5242
26940692,7,-1,-1,By visual inspection,42640
26940692,8,1,1,,6017
26940692,8,2,0,,6017
26940692,9,-1,-1,I couldn't make the changes as accurate as possible,33238
26940692,10,-1,-1,Increase the minimal change percentage ,42386
27040388,2,1,0,,4609
27040388,2,2,0,,4609
27040388,2,3,0,,4609
27040388,2,4,1,,4609
27040388,2,5,0,,4609
27040388,3,1,0,,6777
27040388,3,2,0,,6777
27040388,3,3,1,,6777
27040388,3,4,0,,6777
27040388,3,5,0,,6777
27040388,4,1,0,,5533
27040388,4,2,0,,5533
27040388,4,3,0,,5533
27040388,4,4,1,,5533
27040388,4,5,0,,5533
27040388,5,1,1,,4141
27040388,5,2,0,,4141
27040388,5,3,0,,4141
27040388,5,4,0,,4141
27040388,5,5,0,,4141
27040388,6,1,1,,5548
27040388,6,2,0,,5548
27040388,7,-1,-1,,5053
27040388,8,1,0,,5675
27040388,8,2,1,,5675
27040388,9,-1,-1,,2427
27040388,10,-1,-1,,3674
27046929,2,1,0,,5951
27046929,2,2,0,,5951
27046929,2,3,0,,5951
27046929,2,4,0,,5951
27046929,2,5,1,,5951
27046929,3,1,0,,5511
27046929,3,2,1,,5511
27046929,3,3,0,,5511
27046929,3,4,0,,5511
27046929,3,5,0,,5511
27046929,4,1,0,,5078
27046929,4,2,0,,5078
27046929,4,3,0,,5078
27046929,4,4,0,,5078
27046929,4,5,1,,5078
27046929,5,1,1,,4491
27046929,5,2,0,,4491
27046929,5,3,0,,4491
27046929,5,4,0,,4491
27046929,5,5,0,,4491
27046929,6,1,0,,4132
27046929,6,2,1,,4132
27046929,7,-1,-1,n/a,7082
27046929,8,1,0,,5236
27046929,8,2,1,,5236
27046929,9,-1,-1,n/a,5181
27046929,10,-1,-1,,8206
27063042,2,1,0,,5293
27063042,2,2,0,,5293
27063042,2,3,0,,5293
27063042,2,4,0,,5293
27063042,2,5,1,,5293
27063042,3,1,0,,3763
27063042,3,2,0,,3763
27063042,3,3,1,,3763
27063042,3,4,0,,3763
27063042,3,5,0,,3763
27063042,4,1,0,,6665
27063042,4,2,0,,6665
27063042,4,3,0,,6665
27063042,4,4,0,,6665
27063042,4,5,1,,6665
27063042,5,1,1,,3885
27063042,5,2,0,,3885
27063042,5,3,0,,3885
27063042,5,4,0,,3885
27063042,5,5,0,,3885
27063042,6,1,0,,7990
27063042,6,2,1,,7990
27063042,7,-1,-1,,6177
27063042,8,1,0,,5179
27063042,8,2,1,,5179
27063042,9,-1,-1,,3144
27063042,10,-1,-1,,3556
27065189,2,1,0,,4181
27065189,2,2,0,,4181
27065189,2,3,0,,4181
27065189,2,4,0,,4181
27065189,2,5,1,,4181
27065189,3,1,1,,5721
27065189,3,2,0,,5721
27065189,3,3,0,,5721
27065189,3,4,0,,5721
27065189,3,5,0,,5721
27065189,4,1,0,,6569
27065189,4,2,0,,6569
27065189,4,3,0,,6569
27065189,4,4,0,,6569
27065189,4,5,1,,6569
27065189,5,1,1,,3022
27065189,5,2,0,,3022
27065189,5,3,0,,3022
27065189,5,4,0,,3022
27065189,5,5,0,,3022
27065189,6,1,0,,3570
27065189,6,2,1,,3570
27065189,7,-1,-1,,5623
27065189,8,1,0,,5266
27065189,8,2,1,,5266
27065189,9,-1,-1,,6481
27065189,10,-1,-1,,3614
27428743,2,1,0,,7751
27428743,2,2,0,,7751
27428743,2,3,0,,7751
27428743,2,4,0,,7751
27428743,2,5,1,,7751
27428743,3,1,1,,4608
27428743,3,2,0,,4608
27428743,3,3,0,,4608
27428743,3,4,0,,4608
27428743,3,5,0,,4608
27428743,4,1,0,,6520
27428743,4,2,0,,6520
27428743,4,3,1,,6520
27428743,4,4,0,,6520
27428743,4,5,0,,6520
27428743,5,1,1,,4961
27428743,5,2,0,,4961
27428743,5,3,0,,4961
27428743,5,4,0,,4961
27428743,5,5,0,,4961
27428743,6,1,0,,3664
27428743,6,2,1,,3664
27428743,7,-1,-1,,2199
27428743,8,1,0,,3800
27428743,8,2,1,,3800
27428743,9,-1,-1,,1624
27428743,10,-1,-1,,2608
27473030,2,1,0,,5152
27473030,2,2,0,,5152
27473030,2,3,0,,5152
27473030,2,4,1,,5152
27473030,2,5,0,,5152
27473030,3,1,0,,5500
27473030,3,2,0,,5500
27473030,3,3,1,,5500
27473030,3,4,0,,5500
27473030,3,5,0,,5500
27473030,4,1,0,,4415
27473030,4,2,0,,4415
27473030,4,3,0,,4415
27473030,4,4,1,,4415
27473030,4,5,0,,4415
27473030,5,1,1,,2663
27473030,5,2,0,,2663
27473030,5,3,0,,2663
27473030,5,4,0,,2663
27473030,5,5,0,,2663
27473030,6,1,0,,5927
27473030,6,2,1,,5927
27473030,7,-1,-1,,3196
27473030,8,1,0,,5681
27473030,8,2,1,,5681
27473030,9,-1,-1,,1812
27473030,10,-1,-1,,1315
27515617,2,1,0,,5734
27515617,2,2,0,,5734
27515617,2,3,0,,5734
27515617,2,4,0,,5734
27515617,2,5,1,,5734
27515617,3,1,0,,5865
27515617,3,2,1,,5865
27515617,3,3,0,,5865
27515617,3,4,0,,5865
27515617,3,5,0,,5865
27515617,4,1,0,,3971
27515617,4,2,0,,3971
27515617,4,3,0,,3971
27515617,4,4,1,,3971
27515617,4,5,0,,3971
27515617,5,1,1,,6122
27515617,5,2,0,,6122
27515617,5,3,0,,6122
27515617,5,4,0,,6122
27515617,5,5,0,,6122
27515617,6,1,0,,5717
27515617,6,2,1,,5717
27515617,7,-1,-1,,2977
27515617,8,1,0,,7340
27515617,8,2,1,,7340
27515617,9,-1,-1,,2188
27515617,10,-1,-1,,2209
27520833,2,1,0,,6382
27520833,2,2,0,,6382
27520833,2,3,0,,6382
27520833,2,4,0,,6382
27520833,2,5,1,,6382
27520833,3,1,1,,7414
27520833,3,2,0,,7414
27520833,3,3,0,,7414
27520833,3,4,0,,7414
27520833,3,5,0,,7414
27520833,4,1,0,,8328
27520833,4,2,0,,8328
27520833,4,3,0,,8328
27520833,4,4,0,,8328
27520833,4,5,1,,8328
27520833,5,1,1,,7894
27520833,5,2,0,,7894
27520833,5,3,0,,7894
27520833,5,4,0,,7894
27520833,5,5,0,,7894
27520833,6,1,1,,5423
27520833,6,2,0,,5423
27520833,7,-1,-1,,16468
27520833,8,1,0,,9503
27520833,8,2,1,,9503
27520833,9,-1,-1,,5276
27520833,10,-1,-1,none,6785
27565243,2,1,0,,5878
27565243,2,2,0,,5878
27565243,2,3,0,,5878
27565243,2,4,0,,5878
27565243,2,5,1,,5878
27565243,3,1,0,,4754
27565243,3,2,1,,4754
27565243,3,3,0,,4754
27565243,3,4,0,,4754
27565243,3,5,0,,4754
27565243,4,1,0,,4577
27565243,4,2,0,,4577
27565243,4,3,0,,4577
27565243,4,4,1,,4577
27565243,4,5,0,,4577
27565243,5,1,1,,2852
27565243,5,2,0,,2852
27565243,5,3,0,,2852
27565243,5,4,0,,2852
27565243,5,5,0,,2852
27565243,6,1,0,,4578
27565243,6,2,1,,4578
27565243,7,-1,-1,,4506
27565243,8,1,0,,4409
27565243,8,2,1,,4409
27565243,9,-1,-1,,2705
27565243,10,-1,-1,,1942
27572549,2,1,0,,4962
27572549,2,2,0,,4962
27572549,2,3,0,,4962
27572549,2,4,1,,4962
27572549,2,5,0,,4962
27572549,3,1,0,,3653
27572549,3,2,0,,3653
27572549,3,3,1,,3653
27572549,3,4,0,,3653
27572549,3,5,0,,3653
27572549,4,1,0,,7166
27572549,4,2,0,,7166
27572549,4,3,0,,7166
27572549,4,4,1,,7166
27572549,4,5,0,,7166
27572549,5,1,1,,5701
27572549,5,2,0,,5701
27572549,5,3,0,,5701
27572549,5,4,0,,5701
27572549,5,5,0,,5701
27572549,6,1,0,,4933
27572549,6,2,1,,4933
27572549,7,-1,-1,I didn't follow a specific annotation strategy  I just followed my intuition.,41266
27572549,8,1,0,,5791
27572549,8,2,1,,5791
27572549,9,-1,-1,,14490
27572549,10,-1,-1,Everything worked fine  good luck with the research!,33151
27631992,2,1,0,,9165
27631992,2,2,0,,9165
27631992,2,3,0,,9165
27631992,2,4,0,,9165
27631992,2,5,1,,9165
27631992,3,1,1,,12900
27631992,3,2,0,,12900
27631992,3,3,0,,12900
27631992,3,4,0,,12900
27631992,3,5,0,,12900
27631992,4,1,0,,13916
27631992,4,2,0,,13916
27631992,4,3,0,,13916
27631992,4,4,1,,13916
27631992,4,5,0,,13916
27631992,5,1,1,,10518
27631992,5,2,0,,10518
27631992,5,3,0,,10518
27631992,5,4,0,,10518
27631992,5,5,0,,10518
27631992,6,1,0,,7815
27631992,6,2,1,,7815
27631992,7,-1,-1,,12960
27631992,8,1,0,,20645
27631992,8,2,1,,20645
27631992,9,-1,-1,,4475
27631992,10,-1,-1,,8815
27654300,2,1,0,,5430
27654300,2,2,0,,5430
27654300,2,3,0,,5430
27654300,2,4,0,,5430
27654300,2,5,1,,5430
27654300,3,1,0,,9465
27654300,3,2,1,,9465
27654300,3,3,0,,9465
27654300,3,4,0,,9465
27654300,3,5,0,,9465
27654300,4,1,0,,5099
27654300,4,2,0,,5099
27654300,4,3,0,,5099
27654300,4,4,0,,5099
27654300,4,5,1,,5099
27654300,5,1,1,,5322
27654300,5,2,0,,5322
27654300,5,3,0,,5322
27654300,5,4,0,,5322
27654300,5,5,0,,5322
27654300,6,1,0,,3175
27654300,6,2,1,,3175
27654300,7,-1,-1,,2855
27654300,8,1,0,,4530
27654300,8,2,1,,4530
27654300,9,-1,-1,,2168
27654300,10,-1,-1,,1687
27679198,2,1,0,,5102
27679198,2,2,0,,5102
27679198,2,3,0,,5102
27679198,2,4,0,,5102
27679198,2,5,1,,5102
27679198,3,1,1,,4678
27679198,3,2,0,,4678
27679198,3,3,0,,4678
27679198,3,4,0,,4678
27679198,3,5,0,,4678
27679198,4,1,0,,7262
27679198,4,2,0,,7262
27679198,4,3,0,,7262
27679198,4,4,0,,7262
27679198,4,5,1,,7262
27679198,5,1,1,,4540
27679198,5,2,0,,4540
27679198,5,3,0,,4540
27679198,5,4,0,,4540
27679198,5,5,0,,4540
27679198,6,1,1,,4279
27679198,6,2,0,,4279
27679198,7,-1,-1,Keep the pixels that made sense to the drawing of the target number,33679
27679198,8,1,0,,4305
27679198,8,2,1,,4305
27679198,9,-1,-1,,2301
27679198,10,-1,-1,,2565
27767413,2,1,0,,14305
27767413,2,2,0,,14305
27767413,2,3,0,,14305
27767413,2,4,0,,14305
27767413,2,5,1,,14305
27767413,3,1,0,,15791
27767413,3,2,1,,15791
27767413,3,3,0,,15791
27767413,3,4,0,,15791
27767413,3,5,0,,15791
27767413,4,1,0,,10721
27767413,4,2,0,,10721
27767413,4,3,0,,10721
27767413,4,4,0,,10721
27767413,4,5,1,,10721
27767413,5,1,1,,6047
27767413,5,2,0,,6047
27767413,5,3,0,,6047
27767413,5,4,0,,6047
27767413,5,5,0,,6047
27767413,6,1,1,,7784
27767413,6,2,0,,7784
27767413,7,-1,-1,Kept the pixels that suggested the most of the letter it should change to,48645
27767413,8,1,0,,7014
27767413,8,2,1,,7014
27767413,9,-1,-1,,3905
27767413,10,-1,-1,no,17747
27776941,2,1,0,,2850
27776941,2,2,0,,2850
27776941,2,3,0,,2850
27776941,2,4,0,,2850
27776941,2,5,1,,2850
27776941,3,1,1,,1827
27776941,3,2,0,,1827
